aspect,id,sentiment,target,text
general,1428.0,Positive,LOCATION1,I used to live in LOCATION1 just down the road years ago and the whole of that area was horrible then I live in LOCATION2 now which is lovely
general,1428.0,Positive,LOCATION1,I used to live in LOCATION1 just down the road years ago and the whole of that area was horrible then I live in LOCATION2 now which is lovely
touristy,1429.0,Negative,LOCATION1,"LOCATION2 , LOCATION1 just way too touristy and crowded"
touristy,1429.0,Negative,LOCATION1,"LOCATION2 , LOCATION1 just way too touristy and crowded"
general,1431.0,Positive,LOCATION1,"parts of LOCATION2 are ok , LOCATION1 is nice too but dearer"
general,1431.0,Positive,LOCATION1,"parts of LOCATION2 are ok , LOCATION1 is nice too but dearer"
price,1433.0,Positive,LOCATION1,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation
shopping,1433.0,Positive,LOCATION1,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation
transit-location,1434.0,Positive,LOCATION1,LOCATION2 is a brilliant place to live LOCATION1 ( Northern Line on the Tube ) is a great location
transit-location,1434.0,Positive,LOCATION1,LOCATION2 is a brilliant place to live LOCATION1 ( Northern Line on the Tube ) is a great location
transit-location,1435.0,Positive,LOCATION1,You could go South of the river and look at LOCATION2 or LOCATION1 both of which are in zones 1 and 2 and have good transport links
transit-location,1435.0,Positive,LOCATION1,You could go South of the river and look at LOCATION2 or LOCATION1 both of which are in zones 1 and 2 and have good transport links
touristy,1435.0,Positive,LOCATION1,You could go South of the river and look at LOCATION2 or LOCATION1 both of which are in zones 1 and 2 and have good transport links
general,1436.0,Positive,LOCATION1,"Other areas to consider are LOCATION1 ( North London ) or LOCATION2 ( South London ) , you 're in zone 2 there"
price,1437.0,Positive,LOCATION1,"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 , LOCATION2"
price,1437.0,Positive,LOCATION1,"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 , LOCATION2"
transit-location,1437.0,Positive,LOCATION1,"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 , LOCATION2"
shopping,1437.0,Positive,LOCATION1,"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 , LOCATION2"
touristy,1437.0,Positive,LOCATION1,"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 , LOCATION2"
shopping,1437.0,Positive,LOCATION1,"For more affordable but still buzzing suburbs home to many working travellers , try LOCATION1 , LOCATION2"
general,1438.0,Positive,LOCATION1,"Nicest areas are LOCATION2 , LOCATION1 , zone 1s"
general,1438.0,Positive,LOCATION1,"Nicest areas are LOCATION2 , LOCATION1 , zone 1s"
safety,1439.0,Negative,LOCATION1,"Yeah , LOCATION1 has it fair share of violence , but so does LOCATION2"
general,1440.0,Positive,LOCATION1,"You could look in the area around LOCATION1 , and LOCATION2"
general,1440.0,Positive,LOCATION1,"You could look in the area around LOCATION1 , and LOCATION2"
price,1442.0,Negative,LOCATION1,"Personally I have a liking for West London ( LOCATION2 , LOCATION1 ) but that 's realistically out of our budget"
general,1442.0,Positive,LOCATION1,"Personally I have a liking for West London ( LOCATION2 , LOCATION1 ) but that 's realistically out of our budget"
general,1442.0,Positive,LOCATION1,"Personally I have a liking for West London ( LOCATION2 , LOCATION1 ) but that 's realistically out of our budget"
price,1442.0,Negative,LOCATION1,"Personally I have a liking for West London ( LOCATION2 , LOCATION1 ) but that 's realistically out of our budget"
safety,1443.0,Positive,LOCATION1,I would hardly consider LOCATION1 to far out LOCATION2 is not an unsafe area
transit-location,1443.0,Positive,LOCATION1,I would hardly consider LOCATION1 to far out LOCATION2 is not an unsafe area
safety,1443.0,Positive,LOCATION1,I would hardly consider LOCATION1 to far out LOCATION2 is not an unsafe area
transit-location,1444.0,Negative,LOCATION1,LOCATION1 / LOCATION2 is a bit busy but with great places to walk and there are lots of houses which are away from any main roads
transit-location,1444.0,Negative,LOCATION1,LOCATION1 / LOCATION2 is a bit busy but with great places to walk and there are lots of houses which are away from any main roads
transit-location,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
price,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
price,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
transit-location,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
shopping,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
touristy,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
shopping,1446.0,Positive,LOCATION1,"LOCATION2 , LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places"
price,1447.0,Positive,LOCATION1,"- Near to popular areas like LOCATION1 , LOCATION2 , etc - Rent is quite reasonable"
general,1447.0,Positive,LOCATION1,"- Near to popular areas like LOCATION1 , LOCATION2 , etc - Rent is quite reasonable"
general,1447.0,Positive,LOCATION1,"- Near to popular areas like LOCATION1 , LOCATION2 , etc - Rent is quite reasonable"
price,1447.0,Positive,LOCATION1,"- Near to popular areas like LOCATION1 , LOCATION2 , etc - Rent is quite reasonable"
general,1448.0,Positive,LOCATION1,"Also going west , LOCATION2 and LOCATION1 are nice , too"
general,1448.0,Positive,LOCATION1,"Also going west , LOCATION2 and LOCATION1 are nice , too"
price,1449.0,Negative,LOCATION1,"If you 're up to spend a lot , theres a lot of posh places across LOCATION2 and LOCATION1"
price,1449.0,Negative,LOCATION1,"If you 're up to spend a lot , theres a lot of posh places across LOCATION2 and LOCATION1"
touristy,1449.0,Negative,LOCATION1,"If you 're up to spend a lot , theres a lot of posh places across LOCATION2 and LOCATION1"
general,1450.0,Positive,LOCATION1,I would consider areas around LOCATION1 and LOCATION2
general,1450.0,Positive,LOCATION1,I would consider areas around LOCATION1 and LOCATION2
price,1451.0,Negative,LOCATION1,"You 're right in that LOCATION2 , LOCATION1 , etc are very expensive , but most of the nice and safe places will be expensive too"
price,1451.0,Negative,LOCATION1,"You 're right in that LOCATION2 , LOCATION1 , etc are very expensive , but most of the nice and safe places will be expensive too"
safety,1451.0,Positive,LOCATION1,"You 're right in that LOCATION2 , LOCATION1 , etc are very expensive , but most of the nice and safe places will be expensive too"
safety,1451.0,Positive,LOCATION1,"You 're right in that LOCATION2 , LOCATION1 , etc are very expensive , but most of the nice and safe places will be expensive too"
transit-location,1453.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are less good in terms of public transport and you might feel you need a car there Stay away if you are working person
transit-location,1453.0,Negative,LOCATION1,LOCATION1 and LOCATION2 are less good in terms of public transport and you might feel you need a car there Stay away if you are working person
price,1454.0,Positive,LOCATION1,Otherwise LOCATION1 has loads of parks and is calm but generally quite expensive - LOCATION2 is probably a good place to start and does have some cheaper places
quiet,1454.0,Positive,LOCATION1,Otherwise LOCATION1 has loads of parks and is calm but generally quite expensive - LOCATION2 is probably a good place to start and does have some cheaper places
green-nature,1454.0,Positive,LOCATION1,Otherwise LOCATION1 has loads of parks and is calm but generally quite expensive - LOCATION2 is probably a good place to start and does have some cheaper places
price,1454.0,Positive,LOCATION1,Otherwise LOCATION1 has loads of parks and is calm but generally quite expensive - LOCATION2 is probably a good place to start and does have some cheaper places
general,1455.0,Positive,LOCATION1,LOCATION2/LOCATION1 - Nice place to stay
general,1455.0,Positive,LOCATION1,LOCATION2/LOCATION1 - Nice place to stay
general,1456.0,Positive,LOCATION1,My favourites are LOCATION2 and LOCATION1
general,1456.0,Positive,LOCATION1,My favourites are LOCATION2 and LOCATION1
general,1457.0,Positive,LOCATION1,"Or you could try LOCATION1 , but I would start with LOCATION2"
general,1457.0,Positive,LOCATION1,"Or you could try LOCATION1 , but I would start with LOCATION2"
general,1458.0,Positive,LOCATION1,"Further out , and a little less hip but still fun , are LOCATION2 ( south east ) and LOCATION1 ( south west )"
transit-location,1458.0,Negative,LOCATION1,"Further out , and a little less hip but still fun , are LOCATION2 ( south east ) and LOCATION1 ( south west )"
transit-location,1458.0,Negative,LOCATION1,"Further out , and a little less hip but still fun , are LOCATION2 ( south east ) and LOCATION1 ( south west )"
general,1458.0,Positive,LOCATION1,"Further out , and a little less hip but still fun , are LOCATION2 ( south east ) and LOCATION1 ( south west )"
transit-location,1460.0,Positive,LOCATION1,you could live in most parts of LOCATION1 and some areas of LOCATION2 and be able to commute easily
general,1464.0,Positive,LOCATION1,try looking around LOCATION2 and LOCATION1
general,1464.0,Positive,LOCATION1,try looking around LOCATION2 and LOCATION1
general,1465.0,Positive,LOCATION1,i guess the only two decent places of London are LOCATION1 and LOCATION2 but those are the most expensive places in London
price,1465.0,Negative,LOCATION1,i guess the only two decent places of London are LOCATION1 and LOCATION2 but those are the most expensive places in London
price,1465.0,Negative,LOCATION1,i guess the only two decent places of London are LOCATION1 and LOCATION2 but those are the most expensive places in London
general,1465.0,Positive,LOCATION1,i guess the only two decent places of London are LOCATION1 and LOCATION2 but those are the most expensive places in London
general,1467.0,Positive,LOCATION1,"Alternatively , there is the very popular area of LOCATION1 ( and also LOCATION2 ) although these are probably more expensive"
price,1467.0,Negative,LOCATION1,"Alternatively , there is the very popular area of LOCATION1 ( and also LOCATION2 ) although these are probably more expensive"
price,1467.0,Negative,LOCATION1,"Alternatively , there is the very popular area of LOCATION1 ( and also LOCATION2 ) although these are probably more expensive"
general,1467.0,Positive,LOCATION1,"Alternatively , there is the very popular area of LOCATION1 ( and also LOCATION2 ) although these are probably more expensive"
general,1468.0,Positive,LOCATION1,"Both LOCATION1 and LOCATION2 are really nice , the key though is whether or not you can afford it"
price,1468.0,Negative,LOCATION1,"Both LOCATION1 and LOCATION2 are really nice , the key though is whether or not you can afford it"
price,1468.0,Negative,LOCATION1,"Both LOCATION1 and LOCATION2 are really nice , the key though is whether or not you can afford it"
general,1468.0,Positive,LOCATION1,"Both LOCATION1 and LOCATION2 are really nice , the key though is whether or not you can afford it"
shopping,1468.0,Negative,LOCATION1,"Both LOCATION1 and LOCATION2 are really nice , the key though is whether or not you can afford it"
shopping,1468.0,Negative,LOCATION1,"Both LOCATION1 and LOCATION2 are really nice , the key though is whether or not you can afford it"
price,1471.0,Negative,LOCATION1,Mega rich and aristocratic try LOCATION2 and LOCATION1
price,1471.0,Negative,LOCATION1,Mega rich and aristocratic try LOCATION2 and LOCATION1
safety,1472.0,Positive,LOCATION1,"But otherwise the LOCATION1 and LOCATION2 do have a safe public atmosphere , if you ask me"
safety,1472.0,Positive,LOCATION1,"But otherwise the LOCATION1 and LOCATION2 do have a safe public atmosphere , if you ask me"
general,1474.0,Negative,LOCATION1,"LOCATION1 , up-market , posh and expensive ; LOCATION2 down-market , cheap and shabby"
price,1474.0,Positive,LOCATION1,"LOCATION1 , up-market , posh and expensive ; LOCATION2 down-market , cheap and shabby"
price,1474.0,Negative,LOCATION1,"LOCATION1 , up-market , posh and expensive ; LOCATION2 down-market , cheap and shabby"
shopping,1474.0,Positive,LOCATION1,"LOCATION1 , up-market , posh and expensive ; LOCATION2 down-market , cheap and shabby"
touristy,1474.0,Negative,LOCATION1,"LOCATION1 , up-market , posh and expensive ; LOCATION2 down-market , cheap and shabby"
shopping,1474.0,Negative,LOCATION1,"LOCATION1 , up-market , posh and expensive ; LOCATION2 down-market , cheap and shabby"
general,1477.0,Positive,LOCATION1,"LOCATION1 has lots of good restaurants etc , and LOCATION2 is very nice"
